From	To	Species	Gene Name
NM_021221	LY6G5B	Homo sapiens	lymphocyte antigen 6 family member G5B(LY6G5B)
NM_001142318	TXNL4B	Homo sapiens	thioredoxin like 4B(TXNL4B)
NM_021222	PRUNE1	Homo sapiens	prune exopolyphosphatase 1(PRUNE1)
NM_001144972	SNX20	Homo sapiens	sorting nexin 20(SNX20)
NM_021227	OSTC	Homo sapiens	oligosaccharyltransferase complex non-catalytic subunit(OSTC)
NM_021228	SCAF1	Homo sapiens	SR-related CTD associated factor 1(SCAF1)
NM_001142312	TMEM169	Homo sapiens	transmembrane protein 169(TMEM169)
NM_001144970	NEDD4L	Homo sapiens	NEDD4 like E3 ubiquitin protein ligase(NEDD4L)
NM_021229	NTN4	Homo sapiens	netrin 4(NTN4)
NM_001142311	TMEM169	Homo sapiens	transmembrane protein 169(TMEM169)
NM_001144971	NEDD4L	Homo sapiens	NEDD4 like E3 ubiquitin protein ligase(NEDD4L)
NM_001142310	TMEM169	Homo sapiens	transmembrane protein 169(TMEM169)
NM_033201	BMERB1	Homo sapiens	bMERB domain containing 1(BMERB1)
NM_033200	LMF2	Homo sapiens	lipase maturation factor 2(LMF2)
NM_033204	ZNF101	Homo sapiens	zinc finger protein 101(ZNF101)
NM_033208	TIGD7	Homo sapiens	tigger transposable element derived 7(TIGD7)
NM_033207	OPALIN	Homo sapiens	oligodendrocytic myelin paranodal and inner loop protein(OPALIN)
NM_001144943	RAB34	Homo sapiens	RAB34, member RAS oncogene family(RAB34)
NM_001144944	MYL12B	Homo sapiens	myosin light chain 12B(MYL12B)
NM_001144945	MYL12B	Homo sapiens	myosin light chain 12B(MYL12B)
NM_001144946	MYL12B	Homo sapiens	myosin light chain 12B(MYL12B)
NM_001144940	VMO1	Homo sapiens	vitelline membrane outer layer 1 homolog(VMO1)
NM_001144941	VMO1	Homo sapiens	vitelline membrane outer layer 1 homolog(VMO1)
NM_001144942	RAB34	Homo sapiens	RAB34, member RAS oncogene family(RAB34)
NM_001144958	CRACR2A	Homo sapiens	calcium release activated channel regulator 2A(CRACR2A)
NM_021201	MS4A7	Homo sapiens	membrane spanning 4-domains A7(MS4A7)
NM_001144959	CRACR2A	Homo sapiens	calcium release activated channel regulator 2A(CRACR2A)
NM_021202	TP53INP2	Homo sapiens	tumor protein p53 inducible nuclear protein 2(TP53INP2)
NM_021203	SRPRB	Homo sapiens	SRP receptor subunit beta(SRPRB)
NM_021204	ENOPH1	Homo sapiens	enolase-phosphatase 1(ENOPH1)
NM_001144954	C5orf47	Homo sapiens	chromosome 5 open reading frame 47(C5orf47)
NM_001144955	DTWD1	Homo sapiens	DTW domain containing 1(DTWD1)
NM_001144956	RIIAD1	Homo sapiens	regulatory subunit of type II PKA R-subunit domain containing 1(RIIAD1)
NM_021200	PLEKHB1	Homo sapiens	pleckstrin homology domain containing B1(PLEKHB1)
NM_001144950	SSC5D	Homo sapiens	scavenger receptor cysteine rich family member with 5 domains(SSC5D)
NM_021209	NLRC4	Homo sapiens	NLR family CARD domain containing 4(NLRC4)
NM_001144951	GLYCTK	Homo sapiens	glycerate kinase(GLYCTK)
NM_001144952	SDK2	Homo sapiens	sidekick cell adhesion molecule 2(SDK2)
NM_021205	RHOU	Homo sapiens	ras homolog family member U(RHOU)
NM_001144925	MX1	Homo sapiens	MX dynamin like GTPase 1(MX1)
NM_001144927	NKIRAS2	Homo sapiens	NFKB inhibitor interacting Ras like 2(NKIRAS2)
NM_001144928	NKIRAS2	Homo sapiens	NFKB inhibitor interacting Ras like 2(NKIRAS2)
NM_001144923	IFT56	Homo sapiens	intraflagellar transport 56(IFT56)
NM_001144924	REXO5	Homo sapiens	RNA exonuclease 5(REXO5)
NM_001144920	IFT56	Homo sapiens	intraflagellar transport 56(IFT56)
NM_001144918	FGFR2	Homo sapiens	fibroblast growth factor receptor 2(FGFR2)
NM_001144919	FGFR2	Homo sapiens	fibroblast growth factor receptor 2(FGFR2)
NM_001144936	ZFTA	Homo sapiens	zinc finger translocation associated(ZFTA)
NM_001144937	FNDC7	Homo sapiens	fibronectin type III domain containing 7(FNDC7)
NM_001144939	VMO1	Homo sapiens	vitelline membrane outer layer 1 homolog(VMO1)
NM_001144932	PSMB5	Homo sapiens	proteasome 20S subunit beta 5(PSMB5)
NM_001144933	EFCAB3	Homo sapiens	EF-hand calcium binding domain 3(EFCAB3)
NM_001144934	FGF1	Homo sapiens	fibroblast growth factor 1(FGF1)
NM_001144935	FGF1	Homo sapiens	fibroblast growth factor 1(FGF1)
NM_001144931	LOC391322	Homo sapiens	D-dopachrome tautomerase-like(LOC391322)
NM_001144929	NKIRAS2	Homo sapiens	NFKB inhibitor interacting Ras like 2(NKIRAS2)
NM_001144903	TM6SF1	Homo sapiens	transmembrane 6 superfamily member 1(TM6SF1)
NM_001144900	MIEF2	Homo sapiens	mitochondrial elongation factor 2(MIEF2)
NM_001144914	FGFR2	Homo sapiens	fibroblast growth factor receptor 2(FGFR2)
NM_001144915	FGFR2	Homo sapiens	fibroblast growth factor receptor 2(FGFR2)
NM_001144916	FGFR2	Homo sapiens	fibroblast growth factor receptor 2(FGFR2)
NM_001144917	FGFR2	Homo sapiens	fibroblast growth factor receptor 2(FGFR2)
NM_001144912	ATG7	Homo sapiens	autophagy related 7(ATG7)
NM_001144913	FGFR2	Homo sapiens	fibroblast growth factor receptor 2(FGFR2)
NM_001012994	SNX30	Homo sapiens	sorting nexin family member 30(SNX30)
NM_001012991	KNOP1	Homo sapiens	lysine rich nucleolar protein 1(KNOP1)
NM_001012993	C9orf152	Homo sapiens	chromosome 9 open reading frame 152(C9orf152)
NM_001009571	CADPS2	Homo sapiens	calcium dependent secretion activator 2(CADPS2)
NM_001009570	CCT7	Homo sapiens	chaperonin containing TCP1 subunit 7(CCT7)
NM_001009569	MLLT10	Homo sapiens	MLLT10 histone lysine methyltransferase DOT1L cofactor(MLLT10)
NM_001009562	SLCO1B7	Homo sapiens	solute carrier organic anion transporter family member 1B7 (putative)(SLCO1B7)
NM_001009566	CLSTN1	Homo sapiens	calsyntenin 1(CLSTN1)
NM_001009565	CDKL4	Homo sapiens	cyclin dependent kinase like 4(CDKL4)
NM_001009568	SMPDL3B	Homo sapiens	sphingomyelin phosphodiesterase acid like 3B(SMPDL3B)
NM_001009555	SH3D19	Homo sapiens	SH3 domain containing 19(SH3D19)
NM_001009554	MFAP3L	Homo sapiens	microfibril associated protein 3 like(MFAP3L)
NM_180703	SNRNP35	Homo sapiens	small nuclear ribonucleoprotein U11/U12 subunit 35(SNRNP35)
NM_001130182	DNAJA4	Homo sapiens	DnaJ heat shock protein family (Hsp40) member A4(DNAJA4)
NM_001130183	DNAJA4	Homo sapiens	DnaJ heat shock protein family (Hsp40) member A4(DNAJA4)
NM_033297	NLRP12	Homo sapiens	NLR family pyrin domain containing 12(NLRP12)
NM_001083314	CHMP1A	Homo sapiens	charged multivesicular body protein 1A(CHMP1A)
NM_001130160	STOX1	Homo sapiens	storkhead box 1(STOX1)
NM_001130161	STOX1	Homo sapiens	storkhead box 1(STOX1)
NM_033281	KGD4	Homo sapiens	alpha-ketoglutarate dehydrogenase subunit 4(KGD4)
NM_033280	SEC11C	Homo sapiens	SEC11 homolog C, signal peptidase complex subunit(SEC11C)
NM_033285	TP53INP1	Homo sapiens	tumor protein p53 inducible nuclear protein 1(TP53INP1)
NM_033284	TBL1Y	Homo sapiens	transducin beta like 1 Y-linked(TBL1Y)
NM_033282	OPN4	Homo sapiens	opsin 4(OPN4)
NM_033278	TRIM3	Homo sapiens	tripartite motif containing 3(TRIM3)
NM_033277	LACRT	Homo sapiens	lacritin(LACRT)
NM_033276	ATP23	Homo sapiens	ATP23 metallopeptidase and ATP synthase assembly factor homolog(ATP23)
NM_001130162	STOX1	Homo sapiens	storkhead box 1(STOX1)
NM_001130172	MYB	Homo sapiens	MYB proto-oncogene, transcription factor(MYB)
NM_033292	CASP1	Homo sapiens	caspase 1(CASP1)
NM_033290	MID1	Homo sapiens	midline 1(MID1)
NM_033296	MRFAP1	Homo sapiens	Morf4 family associated protein 1(MRFAP1)
NM_033295	CASP1	Homo sapiens	caspase 1(CASP1)
NM_033294	CASP1	Homo sapiens	caspase 1(CASP1)
NM_033293	CASP1	Homo sapiens	caspase 1(CASP1)
NM_033288	ZNF160	Homo sapiens	zinc finger protein 160(ZNF160)
NM_033286	KNSTRN	Homo sapiens	kinetochore localized astrin (SPAG5) binding protein(KNSTRN)
NM_001130173	MYB	Homo sapiens	MYB proto-oncogene, transcription factor(MYB)
NM_033262	SLC8A3	Homo sapiens	solute carrier family 8 member A3(SLC8A3)
NM_033261	IDI2	Homo sapiens	isopentenyl-diphosphate delta isomerase 2(IDI2)
NM_033260	FOXQ1	Homo sapiens	forkhead box Q1(FOXQ1)
NM_033256	PPP1R14A	Homo sapiens	protein phosphatase 1 regulatory inhibitor subunit 14A(PPP1R14A)
NM_033255	EPSTI1	Homo sapiens	epithelial stromal interaction 1(EPSTI1)
NM_033254	BOC	Homo sapiens	BOC cell adhesion associated, oncogene regulated(BOC)
NM_001130148	CCDC77	Homo sapiens	coiled-coil domain containing 77(CCDC77)
NM_033259	CAMK2N2	Homo sapiens	calcium/calmodulin dependent protein kinase II inhibitor 2(CAMK2N2)
NM_033258	GNG8	Homo sapiens	G protein subunit gamma 8(GNG8)
NM_033257	DGCR6L	Homo sapiens	DiGeorge syndrome critical region gene 6 like(DGCR6L)
NM_001130144	LTBP3	Homo sapiens	latent transforming growth factor beta binding protein 3(LTBP3)
NM_001130145	YAP1	Homo sapiens	Yes1 associated transcriptional regulator(YAP1)
NM_001130146	CCDC77	Homo sapiens	coiled-coil domain containing 77(CCDC77)
NM_001130147	CCDC77	Homo sapiens	coiled-coil domain containing 77(CCDC77)
NM_001130140	ERAP2	Homo sapiens	endoplasmic reticulum aminopeptidase 2(ERAP2)
NM_001130141	PCBP3	Homo sapiens	poly(rC) binding protein 3(PCBP3)
NM_001130142	VWA5A	Homo sapiens	von Willebrand factor A domain containing 5A(VWA5A)
NM_001130143	PPP1R14D	Homo sapiens	protein phosphatase 1 regulatory inhibitor subunit 14D(PPP1R14D)
NM_033274	ADAM19	Homo sapiens	ADAM metallopeptidase domain 19(ADAM19)
NM_033273	ZNF479	Homo sapiens	zinc finger protein 479(ZNF479)
NM_033272	KCNH7	Homo sapiens	potassium voltage-gated channel subfamily H member 7(KCNH7)
NM_033271	BTBD6	Homo sapiens	BTB domain containing 6(BTBD6)
NM_033267	IRX2	Homo sapiens	iroquois homeobox 2(IRX2)
NM_033266	ERN2	Homo sapiens	endoplasmic reticulum to nucleus signaling 2(ERN2)
NM_001130159	STOX1	Homo sapiens	storkhead box 1(STOX1)
NM_001130156	MLF1	Homo sapiens	myeloid leukemia factor 1(MLF1)
NM_001130157	MLF1	Homo sapiens	myeloid leukemia factor 1(MLF1)
NM_001130158	MYO1B	Homo sapiens	myosin IB(MYO1B)
NM_021257	NGB	Homo sapiens	neuroglobin(NGB)
NM_021258	IL22RA1	Homo sapiens	interleukin 22 receptor subunit alpha 1(IL22RA1)
NM_021259	PGAP6	Homo sapiens	post-GPI attachment to proteins 6(PGAP6)
NM_001144767	UGT2B10	Homo sapiens	UDP glucuronosyltransferase family 2 member B10(UGT2B10)
NM_021252	RAB18	Homo sapiens	RAB18, member RAS oncogene family(RAB18)
NM_021253	TRIM39	Homo sapiens	tripartite motif containing 39(TRIM39)
NM_001144769	DST	Homo sapiens	dystonin(DST)
NM_021254	CFAP298	Homo sapiens	cilia and flagella associated protein 298(CFAP298)
NM_021255	PELI2	Homo sapiens	pellino E3 ubiquitin protein ligase family member 2(PELI2)
NM_001144763	EXPH5	Homo sapiens	exophilin 5(EXPH5)
NM_001144765	EXPH5	Homo sapiens	exophilin 5(EXPH5)
NM_001144766	DNAJC7	Homo sapiens	DnaJ heat shock protein family (Hsp40) member C7(DNAJC7)
NM_033240	PML	Homo sapiens	PML nuclear body scaffold(PML)
NM_001144761	TLE2	Homo sapiens	TLE family member 2, transcriptional corepressor(TLE2)
NM_001144762	TLE2	Homo sapiens	TLE family member 2, transcriptional corepressor(TLE2)
NM_033238	PML	Homo sapiens	PML nuclear body scaffold(PML)
NM_021260	ZFYVE1	Homo sapiens	zinc finger FYVE-type containing 1(ZFYVE1)
NM_033239	PML	Homo sapiens	PML nuclear body scaffold(PML)
NM_021267	CERS1	Homo sapiens	ceramide synthase 1(CERS1)
NM_001105192	TLE3	Homo sapiens	TLE family member 3, transcriptional corepressor(TLE3)
NM_021269	ZNF708	Homo sapiens	zinc finger protein 708(ZNF708)
NM_001105193	AMER3	Homo sapiens	APC membrane recruitment protein 3(AMER3)
NM_001105194	AMER3	Homo sapiens	APC membrane recruitment protein 3(AMER3)
NM_001083335	ZNF112	Homo sapiens	zinc finger protein 112(ZNF112)
NM_001144774	ELAVL4	Homo sapiens	ELAV like RNA binding protein 4(ELAVL4)
NM_001105199	TMEM177	Homo sapiens	transmembrane protein 177(TMEM177)
NM_001144775	ELAVL4	Homo sapiens	ELAV like RNA binding protein 4(ELAVL4)
NM_001083330	ZNF133	Homo sapiens	zinc finger protein 133(ZNF133)
NM_001144776	ELAVL4	Homo sapiens	ELAV like RNA binding protein 4(ELAVL4)
NM_001144777	ELAVL4	Homo sapiens	ELAV like RNA binding protein 4(ELAVL4)
NM_001144770	DST	Homo sapiens	dystonin(DST)
NM_001105195	AMER3	Homo sapiens	APC membrane recruitment protein 3(AMER3)
NM_001144771	DST	Homo sapiens	dystonin(DST)
NM_033251	RPL13	Homo sapiens	ribosomal protein L13(RPL13)
NM_033250	PML	Homo sapiens	PML nuclear body scaffold(PML)
NM_001144772	NSMAF	Homo sapiens	neutral sphingomyelinase activation associated factor(NSMAF)
NM_001144773	CSRP1	Homo sapiens	cysteine and glycine rich protein 1(CSRP1)
NM_001105198	TMEM177	Homo sapiens	transmembrane protein 177(TMEM177)
NM_033244	PML	Homo sapiens	PML nuclear body scaffold(PML)
NM_033249	PML	Homo sapiens	PML nuclear body scaffold(PML)
NM_001130137	ISLR2	Homo sapiens	immunoglobulin superfamily containing leucine rich repeat 2(ISLR2)
NM_001130138	ISLR2	Homo sapiens	immunoglobulin superfamily containing leucine rich repeat 2(ISLR2)
NM_033247	PML	Homo sapiens	PML nuclear body scaffold(PML)
NM_033246	PML	Homo sapiens	PML nuclear body scaffold(PML)
NM_021270	LAIR2	Homo sapiens	leukocyte associated immunoglobulin like receptor 2(LAIR2)
NM_001130136	ISLR2	Homo sapiens	immunoglobulin superfamily containing leucine rich repeat 2(ISLR2)
NM_001144867	CCNL2	Homo sapiens	cyclin L2(CCNL2)
NM_001144868	CCNL2	Homo sapiens	cyclin L2(CCNL2)
NM_001144869	LIPT2	Homo sapiens	lipoyl(octanoyl) transferase 2(LIPT2)
NM_033340	CASP7	Homo sapiens	caspase 7(CASP7)
NM_033331	CDC14B	Homo sapiens	cell division cycle 14B(CDC14B)
NM_033337	CAV3	Homo sapiens	caveolin 3(CAV3)
NM_033334	NR6A1	Homo sapiens	nuclear receptor subfamily 6 group A member 1(NR6A1)
NM_033339	CASP7	Homo sapiens	caspase 7(CASP7)
NM_033338	CASP7	Homo sapiens	caspase 7(CASP7)
NM_001144877	SCAI	Homo sapiens	suppressor of cancer cell invasion(SCAI)
NM_001144878	IMPA1	Homo sapiens	inositol monophosphatase 1(IMPA1)
NM_001144879	IMPA1	Homo sapiens	inositol monophosphatase 1(IMPA1)
NM_001144874	PATE4	Homo sapiens	prostate and testis expressed 4(PATE4)
NM_001144875	DOK3	Homo sapiens	docking protein 3(DOK3)
NM_001144876	DOK3	Homo sapiens	docking protein 3(DOK3)
NM_001105250	NRXN3	Homo sapiens	neurexin 3(NRXN3)
NM_001105251	ZFYVE16	Homo sapiens	zinc finger FYVE-type containing 16(ZFYVE16)
NM_001144871	VSTM5	Homo sapiens	V-set and transmembrane domain containing 5(VSTM5)
NM_001144872	CFAP73	Homo sapiens	cilia and flagella associated protein 73(CFAP73)
NM_033343	LHX4	Homo sapiens	LIM homeobox 4(LHX4)
NM_033342	TRIM7	Homo sapiens	tripartite motif containing 7(TRIM7)
NM_033341	BIRC8	Homo sapiens	baculoviral IAP repeat containing 8(BIRC8)
NM_033348	KCNK7	Homo sapiens	potassium two pore domain channel subfamily K member 7(KCNK7)
NM_033347	KCNK7	Homo sapiens	potassium two pore domain channel subfamily K member 7(KCNK7)
NM_033345	RGS8	Homo sapiens	regulator of G protein signaling 8(RGS8)
NM_033310	KCNK4	Homo sapiens	potassium two pore domain channel subfamily K member 4(KCNK4)
NM_033315	RASL10B	Homo sapiens	RAS like family 10 member B(RASL10B)
NM_033313	CDC14A	Homo sapiens	cell division cycle 14A(CDC14A)
NM_033312	CDC14A	Homo sapiens	cell division cycle 14A(CDC14A)
NM_033319	CENPL	Homo sapiens	centromere protein L(CENPL)
NM_033318	SMDT1	Homo sapiens	single-pass membrane protein with aspartate rich tail 1(SMDT1)
NM_033317	DMKN	Homo sapiens	dermokine(DMKN)
NM_033316	MELTF	Homo sapiens	melanotransferrin(MELTF)
NM_001144856	PLEKHG6	Homo sapiens	pleckstrin homology and RhoGEF domain containing G6(PLEKHG6)
NM_001144857	PLEKHG6	Homo sapiens	pleckstrin homology and RhoGEF domain containing G6(PLEKHG6)
NM_033326	SOX6	Homo sapiens	SRY-box transcription factor 6(SOX6)
NM_033328	CAPZA3	Homo sapiens	capping actin protein of muscle Z-line subunit alpha 3(CAPZA3)
NM_001144826	RUNDC3A	Homo sapiens	RUN domain containing 3A(RUNDC3A)
NM_001144827	RPUSD4	Homo sapiens	RNA pseudouridine synthase D4(RPUSD4)
NM_001144829	FMO5	Homo sapiens	flavin containing dimethylaniline monoxygenase 5(FMO5)
NM_001144822	CD58	Homo sapiens	CD58 molecule(CD58)
NM_001144823	DENND4A	Homo sapiens	DENN domain containing 4A(DENND4A)
NM_001144824	ZNF234	Homo sapiens	zinc finger protein 234(ZNF234)
NM_001144825	RUNDC3A	Homo sapiens	RUN domain containing 3A(RUNDC3A)
NM_001144830	FMO5	Homo sapiens	flavin containing dimethylaniline monoxygenase 5(FMO5)
NM_001144831	PHB2	Homo sapiens	prohibitin 2(PHB2)
NM_001144832	TTC39A	Homo sapiens	tetratricopeptide repeat domain 39A(TTC39A)
NM_033300	LRP8	Homo sapiens	LDL receptor related protein 8(LRP8)
NM_033304	ADRA1A	Homo sapiens	adrenoceptor alpha 1A(ADRA1A)
NM_001105214	ASH2L	Homo sapiens	ASH2 like, histone lysine methyltransferase complex subunit(ASH2L)
NM_033303	ADRA1A	Homo sapiens	adrenoceptor alpha 1A(ADRA1A)
NM_033302	ADRA1A	Homo sapiens	adrenoceptor alpha 1A(ADRA1A)
NM_033301	RPL8	Homo sapiens	ribosomal protein L8(RPL8)
NM_033306	CASP4	Homo sapiens	caspase 4(CASP4)
NM_033305	VPS13A	Homo sapiens	vacuolar protein sorting 13 homolog A(VPS13A)
NM_033309	B3GNT9	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9(B3GNT9)
NM_001105243	PCDH19	Homo sapiens	protocadherin 19(PCDH19)
NM_001105244	PTPRM	Homo sapiens	protein tyrosine phosphatase receptor type M(PTPRM)
NM_001105247	ARMC5	Homo sapiens	armadillo repeat containing 5(ARMC5)
NM_001105248	TMC5	Homo sapiens	transmembrane channel like 5(TMC5)
NM_001105249	TMC5	Homo sapiens	transmembrane channel like 5(TMC5)
NM_023930	KCTD14	Homo sapiens	potassium channel tetramerization domain containing 14(KCTD14)
NM_180699	SNRNP35	Homo sapiens	small nuclear ribonucleoprotein U11/U12 subunit 35(SNRNP35)
NM_023932	DLK2	Homo sapiens	delta like non-canonical Notch ligand 2(DLK2)
NM_023931	ZNF747	Homo sapiens	zinc finger protein 747(ZNF747)
NM_023938	C1orf116	Homo sapiens	chromosome 1 open reading frame 116(C1orf116)
NM_023937	MRPL34	Homo sapiens	mitochondrial ribosomal protein L34(MRPL34)
NM_023934	FUNDC2	Homo sapiens	FUN14 domain containing 2(FUNDC2)
NM_023933	ANTKMT	Homo sapiens	adenine nucleotide translocase lysine methyltransferase(ANTKMT)
NM_023936	MRPS34	Homo sapiens	mitochondrial ribosomal protein S34(MRPS34)
NM_023935	DDRGK1	Homo sapiens	DDRGK domain containing 1(DDRGK1)
NM_023940	RASL11B	Homo sapiens	RAS like family 11 member B(RASL11B)
NM_023943	TMEM108	Homo sapiens	transmembrane protein 108(TMEM108)
NM_023942	LRRC61	Homo sapiens	leucine rich repeat containing 61(LRRC61)
NM_023948	MOSPD3	Homo sapiens	motile sperm domain containing 3(MOSPD3)
NM_023944	CYP4F12	Homo sapiens	cytochrome P450 family 4 subfamily F member 12(CYP4F12)
NM_023947	CHID1	Homo sapiens	chitinase domain containing 1(CHID1)
NM_023946	LYNX1-SLURP2	Homo sapiens	LYNX1-SLURP2 readthrough(LYNX1-SLURP2)
NM_023915	GPR87	Homo sapiens	G protein-coupled receptor 87(GPR87)
NM_202470	GIPC1	Homo sapiens	GIPC PDZ domain containing family member 1(GIPC1)
NM_001105207	LAMA4	Homo sapiens	laminin subunit alpha 4(LAMA4)
NM_202468	GIPC1	Homo sapiens	GIPC PDZ domain containing family member 1(GIPC1)
NM_001105208	LAMA4	Homo sapiens	laminin subunit alpha 4(LAMA4)
NM_202469	GIPC1	Homo sapiens	GIPC PDZ domain containing family member 1(GIPC1)
NM_001105209	LAMA4	Homo sapiens	laminin subunit alpha 4(LAMA4)
NM_202467	GIPC1	Homo sapiens	GIPC PDZ domain containing family member 1(GIPC1)
NM_001105203	RUSC1	Homo sapiens	RUN and SH3 domain containing 1(RUSC1)
NM_023919	TAS2R7	Homo sapiens	taste 2 receptor member 7(TAS2R7)
NM_001105204	RUSC1	Homo sapiens	RUN and SH3 domain containing 1(RUSC1)
NM_001105205	RUSC1	Homo sapiens	RUN and SH3 domain containing 1(RUSC1)
NM_001105206	LAMA4	Homo sapiens	laminin subunit alpha 4(LAMA4)
NM_214462	DACT2	Homo sapiens	dishevelled binding antagonist of beta catenin 2(DACT2)
NM_214461	CDRT15P3	Homo sapiens	CDRT15 pseudogene 3(CDRT15P3)
NM_023921	TAS2R10	Homo sapiens	taste 2 receptor member 10(TAS2R10)
NM_023920	TAS2R13	Homo sapiens	taste 2 receptor member 13(TAS2R13)
NM_023927	GRAMD2B	Homo sapiens	GRAM domain containing 2B(GRAMD2B)
NM_023926	ZSCAN18	Homo sapiens	zinc finger and SCAN domain containing 18(ZSCAN18)
NM_023929	ZBTB10	Homo sapiens	zinc finger and BTB domain containing 10(ZBTB10)
NM_023928	AACS	Homo sapiens	acetoacetyl-CoA synthetase(AACS)
NM_023923	PHACTR4	Homo sapiens	phosphatase and actin regulator 4(PHACTR4)
NM_023922	TAS2R14	Homo sapiens	taste 2 receptor member 14(TAS2R14)
NM_023925	CAPRIN2	Homo sapiens	caprin family member 2(CAPRIN2)
NM_023924	BRD9	Homo sapiens	bromodomain containing 9(BRD9)
NM_153036	CALHM4	Homo sapiens	calcium homeostasis modulator family member 4(CALHM4)
NM_153033	KCTD7	Homo sapiens	potassium channel tetramerization domain containing 7(KCTD7)
NM_153034	ZNF488	Homo sapiens	zinc finger protein 488(ZNF488)
NM_153035	TCEANC2	Homo sapiens	transcription elongation factor A N-terminal and central domain containing 2(TCEANC2)
NM_202494	GIPC1	Homo sapiens	GIPC PDZ domain containing family member 1(GIPC1)
NM_153040	C15orf32	Homo sapiens	chromosome 15 putative open reading frame 32(C15orf32)
NM_153042	KDM1B	Homo sapiens	lysine demethylase 1B(KDM1B)
NM_153025	SPATA33	Homo sapiens	spermatogenesis associated 33(SPATA33)
NM_153026	PRICKLE1	Homo sapiens	prickle planar cell polarity protein 1(PRICKLE1)
NM_153027	FAM218A	Homo sapiens	family with sequence similarity 218 member A(FAM218A)
NM_153028	ZNF75A	Homo sapiens	zinc finger protein 75A(ZNF75A)
NM_153021	PLB1	Homo sapiens	phospholipase B1(PLB1)
NM_153022	TMEM52B	Homo sapiens	transmembrane protein 52B(TMEM52B)
NM_153023	SPATA13	Homo sapiens	spermatogenesis associated 13(SPATA13)
NM_153029	N4BP1	Homo sapiens	NEDD4 binding protein 1(N4BP1)
NM_153047	FYN	Homo sapiens	FYN proto-oncogene, Src family tyrosine kinase(FYN)
NM_153048	FYN	Homo sapiens	FYN proto-oncogene, Src family tyrosine kinase(FYN)
NM_153045	TMEM268	Homo sapiens	transmembrane protein 268(TMEM268)
NM_153046	TDRD9	Homo sapiens	tudor domain containing 9(TDRD9)
NM_153050	MTMR3	Homo sapiens	myotubularin related protein 3(MTMR3)
NM_153051	MTMR3	Homo sapiens	myotubularin related protein 3(MTMR3)
NM_153234	LIX1	Homo sapiens	limb and CNS expressed 1(LIX1)
NM_214710	PRSS57	Homo sapiens	serine protease 57(PRSS57)
NM_153235	TXLNB	Homo sapiens	taxilin beta(TXLNB)
NM_153237	TMEM252	Homo sapiens	transmembrane protein 252(TMEM252)
NM_214711	PRR27	Homo sapiens	proline rich 27(PRR27)
